4
-6.564421206712722778e-02 -2.425039410591125488e-01
5.340178608894348145e-01 7.813308238983154297e-01
4.841049611568450928e-01 3.391837775707244873e-01

2.991712093353271484e-01 2.274302840232849121e-01
3.149691969156265259e-02 -1.023555770516395569e-01
-1.088793277740478516e-01 -8.039344102144241333e-02

-6.464101374149322510e-02 -2.130205743014812469e-02
-4.802564904093742371e-02 -8.020415902137756348e-02
-8.624221086502075195e-01 -2.593745589256286621e-01

9.861186146736145020e-01 2.913230657577514648e-01
-1.964873075485229492e-01 7.760912179946899414e-01
-5.655853748321533203e-01 -6.632540822029113770e-01

8.296396583318710327e-02
4.008114337921142578e-02
4.414294380694627762e-03
8.725405931472778320e-01
