3
-9.219264984130859375e-01 4.759861901402473450e-02
-6.973230838775634766e-02 -9.515737891197204590e-01
-2.283178716897964478e-01 9.311082214117050171e-02

-2.488958090543746948e-02 3.134811520576477051e-01
-3.150718808174133301e-01 -1.322883665561676025e-01
5.473212599754333496e-01 2.837203741073608398e-01

-1.016374826431274414e-01 -2.493436262011528015e-02
6.396992802619934082e-01 5.594250559806823730e-01
-5.290608853101730347e-02 9.540239721536636353e-02

8.603224158287048340e-01
9.971150010824203491e-02
3.996606543660163879e-02
