3
-2.989332973957061768e-01 -2.000038474798202515e-01
6.792549788951873779e-02 2.236392945051193237e-01
2.176154851913452148e-01 -1.495669633150100708e-01

-3.311097621917724609e-01 8.611428141593933105e-01
-8.193104267120361328e-01 -4.055876731872558594e-01
-4.770664572715759277e-01 -6.710825115442276001e-02

-1.156655102968215942e-01 -1.925359070301055908e-01
1.842515617609024048e-01 -2.583538591861724854e-01
1.320720314979553223e-01 7.552862912416458130e-02

5.557635426521301270e-02
8.762335777282714844e-01
6.819009035825729370e-02
