3
6.952523440122604370e-02 -7.697524428367614746e-01
-9.206501245498657227e-01 -4.856527596712112427e-02
8.788207769393920898e-01 9.718652814626693726e-02

5.955525860190391541e-02 -3.856447637081146240e-01
-2.715651988983154297e-01 -1.478001475334167480e-01
1.483071595430374146e-01 -7.141612172126770020e-01

2.375828176736831665e-01 1.795817613601684570e-01
-1.710347831249237061e-01 5.843998193740844727e-01
3.216251730918884277e-01 -8.557478785514831543e-01

7.155286073684692383e-01
1.140847429633140564e-01
1.703866273164749146e-01
