3
-2.860956490039825439e-01 -2.830793857574462891e-01
-7.660338282585144043e-02 2.400231808423995972e-01
-5.412490963935852051e-01 6.826602220535278320e-01

-4.198571145534515381e-01 -1.234632432460784912e-01
-6.520895659923553467e-02 -4.058596491813659668e-01
-3.668508529663085938e-01 -4.271433949470520020e-01

-8.487834781408309937e-02 6.702694892883300781e-01
9.861522912979125977e-01 8.934280276298522949e-02
4.484777748584747314e-01 5.116838812828063965e-01

9.807513654232025146e-02
1.762250065803527832e-01
7.256998419761657715e-01
