3
-2.989332973957061768e-01 2.133808583021163940e-01
6.792549788951873779e-02 2.236392945051193237e-01
2.176154851913452148e-01 7.843559384346008301e-01

-3.311097621917724609e-01 8.611428141593933105e-01
-8.193104267120361328e-01 -4.055876731872558594e-01
-4.770664572715759277e-01 -6.710825115442276001e-02

-1.156655102968215942e-01 -1.925359070301055908e-01
1.842515617609024048e-01 -2.583538591861724854e-01
1.320720314979553223e-01 7.552862912416458130e-02

8.245691657066345215e-02
8.512938618659973145e-01
6.624923646450042725e-02
